"ITTER107","Territorio","TIPO_DATO_PIL_SEC2010","Tipo aggregato","VAL","Valutazione","CORREZ","Correzione","T_BIS","Edizione","TIME","Seleziona periodo","Value","Flag Codes","Flags"
"ITC","Nord-ovest","D21X31_C_W2_S1","imposte al netto dei contributi ai prodotti","V","prezzi correnti","N","dati grezzi","2020M5","Mag-2020","2018","2018",62313.3,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","B1G_B_W2_S1","valore aggiunto ","V","prezzi correnti","N","dati grezzi","2020M5","Mag-2020","2017","2017",4284.4,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","B1G_B_W2_S1","valore aggiunto ","V","prezzi correnti","N","dati grezzi","2020M5","Mag-2020","2018","2018",4391.4,,
"ITF","Sud","B1G_B_W2_S1","valore aggiunto ","L_2015","valori concatenati con anno di riferimento 2015","N","dati grezzi","2020M5","Mag-2020","2017","2017",235381.5,,
"ITF","Sud","B1G_B_W2_S1","valore aggiunto ","L_2015","valori concatenati con anno di riferimento 2015","N","dati grezzi","2020M5","Mag-2020","2018","2018",236138.8,,
"ITE2","Umbria","B1G_B_W2_S1","valore aggiunto ","Y","prezzi dell'anno precedente","N","dati grezzi","2020M5","Mag-2020","2017","2017",19809.8,,
"ITE2","Umbria","B1G_B_W2_S1","valore aggiunto ","Y","prezzi dell'anno precedente","N","dati grezzi","2020M5","Mag-2020","2018","2018",19993,,
"ITFG","Mezzogiorno","B1GQ_B_W2_S1","prodotto interno lordo ai prezzi di mercato","V","prezzi correnti","N","dati grezzi","2020M5","Mag-2020","2017","2017",386997.9,,
"ITFG","Mezzogiorno","B1GQ_B_W2_S1","prodotto interno lordo ai prezzi di mercato","V","prezzi correnti","N","dati grezzi","2020M5","Mag-2020","2018","2018",392032.6,,
"IT","Italia","B1GQ_B_W2_S1","prodotto interno lordo ai prezzi di mercato","L_2015","valori concatenati con anno di riferimento 2015","N","dati grezzi","2020M5","Mag-2020","2017","2017",1704732.5,,
"IT","Italia","B1GQ_B_W2_S1","prodotto interno lordo ai prezzi di mercato","L_2015","valori concatenati con anno di riferimento 2015","N","dati grezzi","2020M5","Mag-2020","2018","2018",1718338.3,,
"ITD4","Friuli-Venezia Giulia","D21X31_C_W2_S1","imposte al netto dei contributi ai prodotti","V","prezzi correnti","N","dati grezzi","2020M5","Mag-2020","2017","2017",3841.9,,
"ITD4","Friuli-Venezia Giulia","D21X31_C_W2_S1","imposte al netto dei contributi ai prodotti","V","prezzi correnti","N","dati grezzi","2020M5","Mag-2020","2018","2018",3901.9,,
"ITF2","Molise","B1G_B_W2_S1","valore aggiunto ","L_2015","valori concatenati con anno di riferimento 2015","N","dati grezzi","2020M5","Mag-2020","2017","2017",5631.4,,
"ITF2","Molise","B1G_B_W2_S1","valore aggiunto ","L_2015","valori concatenati con anno di riferimento 2015","N","dati grezzi","2020M5","Mag-2020","2018","2018",5704.5,,
"ITG","Isole","B1GQ_B_W2_S1","prodotto interno lordo ai prezzi di mercato","L_2015","valori concatenati con anno di riferimento 2015","N","dati grezzi","2020M5","Mag-2020","2017","2017",119446.3,,
"ITG","Isole","B1GQ_B_W2_S1","prodotto interno lordo ai prezzi di mercato","L_2015","valori concatenati con anno di riferimento 2015","N","dati grezzi","2020M5","Mag-2020","2018","2018",119647.3,,
"ITE3","Marche","B1G_B_W2_S1","valore aggiunto ","Y","prezzi dell'anno precedente","N","dati grezzi","2020M5","Mag-2020","2017","2017",37091.2,,
"ITE3","Marche","B1G_B_W2_S1","valore aggiunto ","Y","prezzi dell'anno precedente","N","dati grezzi","2020M5","Mag-2020","2018","2018",38476.5,,
"ITF1","Abruzzo","B1GQ_B_W2_S1","prodotto interno lordo ai prezzi di mercato","L_2015","valori concatenati con anno di riferimento 2015","N","dati grezzi","2020M5","Mag-2020","2017","2017",31946.3,,
"ITF1","Abruzzo","B1GQ_B_W2_S1","prodotto interno lordo ai prezzi di mercato","L_2015","valori concatenati con anno di riferimento 2015","N","dati grezzi","2020M5","Mag-2020","2018","2018",32632.5,,
"ITC4","Lombardia","D21X31_C_W2_S1","imposte al netto dei contributi ai prodotti","V","prezzi correnti","N","dati grezzi","2020M5","Mag-2020","2017","2017",41537,,
"ITC4","Lombardia","D21X31_C_W2_S1","imposte al netto dei contributi ai prodotti","V","prezzi correnti","N","dati grezzi","2020M5","Mag-2020","2018","2018",42173.6,,
"ITF5","Basilicata","D21X31_C_W2_S1","imposte al netto dei contributi ai prodotti","L_2015","valori concatenati con anno di riferimento 2015","N","dati grezzi","2020M5","Mag-2020","2017","2017",1036.6,,
"ITF5","Basilicata","D21X31_C_W2_S1","imposte al netto dei contributi ai prodotti","L_2015","valori concatenati con anno di riferimento 2015","N","dati grezzi","2020M5","Mag-2020","2018","2018",1034.4,,
"ITF5","Basilicata","D21X31_C_W2_S1","imposte al netto dei contributi ai prodotti","V","prezzi correnti","N","dati grezzi","2020M5","Mag-2020","2017","2017",1071.7,,
"ITF5","Basilicata","D21X31_C_W2_S1","imposte al netto dei contributi ai prodotti","V","prezzi correnti","N","dati grezzi","2020M5","Mag-2020","2018","2018",1086.7,,
"ITD2","Provincia Autonoma Trento","B1G_B_W2_S1","valore aggiunto ","V","prezzi correnti","N","dati grezzi","2020M5","Mag-2020","2017","2017",17997.6,,
"ITD2","Provincia Autonoma Trento","B1G_B_W2_S1","valore aggiunto ","V","prezzi correnti","N","dati grezzi","2020M5","Mag-2020","2018","2018",18389,,
"ITD5","Emilia-Romagna","D21X31_C_W2_S1","imposte al netto dei contributi ai prodotti","Y","prezzi dell'anno precedente","N","dati grezzi","2020M5","Mag-2020","2017","2017",16400.7,,
"ITD5","Emilia-Romagna","D21X31_C_W2_S1","imposte al netto dei contributi ai prodotti","Y","prezzi dell'anno precedente","N","dati grezzi","2020M5","Mag-2020","2018","2018",16566.6,,
"ITF","Sud","B1GQ_B_W2_S1","prodotto interno lordo ai prezzi di mercato","V","prezzi correnti","N","dati grezzi","2020M5","Mag-2020","2017","2017",265184.6,,
"ITF","Sud","B1GQ_B_W2_S1","prodotto interno lordo ai prezzi di mercato","V","prezzi correnti","N","dati grezzi","2020M5","Mag-2020","2018","2018",268610.7,,
"ITF6","Calabria","B1GQ_B_W2_S1","prodotto interno lordo ai prezzi di mercato","L_2015","valori concatenati con anno di riferimento 2015","N","dati grezzi","2020M5","Mag-2020","2017","2017",31828.9,,
"ITF6","Calabria","B1GQ_B_W2_S1","prodotto interno lordo ai prezzi di mercato","L_2015","valori concatenati con anno di riferimento 2015","N","dati grezzi","2020M5","Mag-2020","2018","2018",31522.9,,
"ITCDE","Centro-nord","B1GQ_B_W2_S1","prodotto interno lordo ai prezzi di mercato","L_2015","valori concatenati con anno di riferimento 2015","N","dati grezzi","2020M5","Mag-2020","2017","2017",1324167.1,,
"ITCDE","Centro-nord","B1GQ_B_W2_S1","prodotto interno lordo ai prezzi di mercato","L_2015","valori concatenati con anno di riferimento 2015","N","dati grezzi","2020M5","Mag-2020","2018","2018",1336867.6,,
"ITF1","Abruzzo","B1GQ_B_W2_S1","prodotto interno lordo ai prezzi di mercato","V","prezzi correnti","N","dati grezzi","2020M5","Mag-2020","2017","2017",32588.3,,
"ITF1","Abruzzo","B1GQ_B_W2_S1","prodotto interno lordo ai prezzi di mercato","V","prezzi correnti","N","dati grezzi","2020M5","Mag-2020","2018","2018",33618.5,,
"ITC1","Piemonte","B1GQ_B_W2_S1","prodotto interno lordo ai prezzi di mercato","Y","prezzi dell'anno precedente","N","dati grezzi","2020M5","Mag-2020","2017","2017",134047.9,,
"ITC1","Piemonte","B1GQ_B_W2_S1","prodotto interno lordo ai prezzi di mercato","Y","prezzi dell'anno precedente","N","dati grezzi","2020M5","Mag-2020","2018","2018",136478.4,,
"ITE","Centro","B1GQ_B_W2_S1","prodotto interno lordo ai prezzi di mercato","V","prezzi correnti","N","dati grezzi","2020M5","Mag-2020","2017","2017",374733.7,,
"ITE","Centro","B1GQ_B_W2_S1","prodotto interno lordo ai prezzi di mercato","V","prezzi correnti","N","dati grezzi","2020M5","Mag-2020","2018","2018",381067.4,,
"ITC4","Lombardia","D21X31_C_W2_S1","imposte al netto dei contributi ai prodotti","L_2015","valori concatenati con anno di riferimento 2015","N","dati grezzi","2020M5","Mag-2020","2017","2017",40037.5,,
"ITC4","Lombardia","D21X31_C_W2_S1","imposte al netto dei contributi ai prodotti","L_2015","valori concatenati con anno di riferimento 2015","N","dati grezzi","2020M5","Mag-2020","2018","2018",40004.2,,
"ITD3","Veneto","B1G_B_W2_S1","valore aggiunto ","L_2015","valori concatenati con anno di riferimento 2015","N","dati grezzi","2020M5","Mag-2020","2017","2017",141076.4,,
"ITD3","Veneto","B1G_B_W2_S1","valore aggiunto ","L_2015","valori concatenati con anno di riferimento 2015","N","dati grezzi","2020M5","Mag-2020","2018","2018",143040.5,,
"ITF3","Campania","B1G_B_W2_S1","valore aggiunto ","Y","prezzi dell'anno precedente","N","dati grezzi","2020M5","Mag-2020","2017","2017",95652.9,,
"ITF3","Campania","B1G_B_W2_S1","valore aggiunto ","Y","prezzi dell'anno precedente","N","dati grezzi","2020M5","Mag-2020","2018","2018",95885.4,,
"ITF4","Puglia","B1G_B_W2_S1","valore aggiunto ","Y","prezzi dell'anno precedente","N","dati grezzi","2020M5","Mag-2020","2017","2017",66518.1,,
"ITF4","Puglia","B1G_B_W2_S1","valore aggiunto ","Y","prezzi dell'anno precedente","N","dati grezzi","2020M5","Mag-2020","2018","2018",68082.5,,
"ITFG","Mezzogiorno","B1G_B_W2_S1","valore aggiunto ","Y","prezzi dell'anno precedente","N","dati grezzi","2020M12","Dic-2020","2017","2017",345785.4,,
"ITFG","Mezzogiorno","B1G_B_W2_S1","valore aggiunto ","Y","prezzi dell'anno precedente","N","dati grezzi","2020M12","Dic-2020","2018","2018",350665.8,,
"ITFG","Mezzogiorno","B1G_B_W2_S1","valore aggiunto ","Y","prezzi dell'anno precedente","N","dati grezzi","2020M12","Dic-2020","2019","2019",354448.7,,
"ITCDE","Centro-nord","B1GQ_B_W2_S1","prodotto interno lordo ai prezzi di mercato","Y","prezzi dell'anno precedente","N","dati grezzi","2020M12","Dic-2020","2017","2017",1340825.6,,
"ITCDE","Centro-nord","B1GQ_B_W2_S1","prodotto interno lordo ai prezzi di mercato","Y","prezzi dell'anno precedente","N","dati grezzi","2020M12","Dic-2020","2018","2018",1363829.1,,
"ITCDE","Centro-nord","B1GQ_B_W2_S1","prodotto interno lordo ai prezzi di mercato","Y","prezzi dell'anno precedente","N","dati grezzi","2020M12","Dic-2020","2019","2019",1383310.9,,
"ITD5","Emilia-Romagna","B1GQ_B_W2_S1","prodotto interno lordo ai prezzi di mercato","V","prezzi correnti","N","dati grezzi","2020M12","Dic-2020","2017","2017",157863.5,,
"ITD5","Emilia-Romagna","B1GQ_B_W2_S1","prodotto interno lordo ai prezzi di mercato","V","prezzi correnti","N","dati grezzi","2020M12","Dic-2020","2018","2018",161563.7,,
"ITD5","Emilia-Romagna","B1GQ_B_W2_S1","prodotto interno lordo ai prezzi di mercato","V","prezzi correnti","N","dati grezzi","2020M12","Dic-2020","2019","2019",163994.2,,
"ITF6","Calabria","B1GQ_B_W2_S1","prodotto interno lordo ai prezzi di mercato","Y","prezzi dell'anno precedente","N","dati grezzi","2020M12","Dic-2020","2017","2017",32621,,
"ITF6","Calabria","B1GQ_B_W2_S1","prodotto interno lordo ai prezzi di mercato","Y","prezzi dell'anno precedente","N","dati grezzi","2020M12","Dic-2020","2018","2018",32914.3,,
"ITF6","Calabria","B1GQ_B_W2_S1","prodotto interno lordo ai prezzi di mercato","Y","prezzi dell'anno precedente","N","dati grezzi","2020M12","Dic-2020","2019","2019",33175.4,,
"ITF","Sud","B1GQ_B_W2_S1","prodotto interno lordo ai prezzi di mercato","L_2015","valori concatenati con anno di riferimento 2015","N","dati grezzi","2020M12","Dic-2020","2017","2017",259419.9,,
"ITF","Sud","B1GQ_B_W2_S1","prodotto interno lordo ai prezzi di mercato","L_2015","valori concatenati con anno di riferimento 2015","N","dati grezzi","2020M12","Dic-2020","2018","2018",260917.9,,
"ITF","Sud","B1GQ_B_W2_S1","prodotto interno lordo ai prezzi di mercato","L_2015","valori concatenati con anno di riferimento 2015","N","dati grezzi","2020M12","Dic-2020","2019","2019",261264.6,,
"ITC1","Piemonte","D21X31_C_W2_S1","imposte al netto dei contributi ai prodotti","V","prezzi correnti","N","dati grezzi","2020M12","Dic-2020","2017","2017",14032.4,,
"ITC1","Piemonte","D21X31_C_W2_S1","imposte al netto dei contributi ai prodotti","V","prezzi correnti","N","dati grezzi","2020M12","Dic-2020","2018","2018",14250.2,,
"ITC1","Piemonte","D21X31_C_W2_S1","imposte al netto dei contributi ai prodotti","V","prezzi correnti","N","dati grezzi","2020M12","Dic-2020","2019","2019",14548.3,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","B1G_B_W2_S1","valore aggiunto ","L_2015","valori concatenati con anno di riferimento 2015","N","dati grezzi","2020M12","Dic-2020","2017","2017",4198.8,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","B1G_B_W2_S1","valore aggiunto ","L_2015","valori concatenati con anno di riferimento 2015","N","dati grezzi","2020M12","Dic-2020","2018","2018",4253,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","B1G_B_W2_S1","valore aggiunto ","L_2015","valori concatenati con anno di riferimento 2015","N","dati grezzi","2020M12","Dic-2020","2019","2019",4247.3,,
"ITD2","Provincia Autonoma Trento","D21X31_C_W2_S1","imposte al netto dei contributi ai prodotti","Y","prezzi dell'anno precedente","N","dati grezzi","2020M12","Dic-2020","2017","2017",2107.6,,
"ITD2","Provincia Autonoma Trento","D21X31_C_W2_S1","imposte al netto dei contributi ai prodotti","Y","prezzi dell'anno precedente","N","dati grezzi","2020M12","Dic-2020","2018","2018",2187.9,,
"ITD2","Provincia Autonoma Trento","D21X31_C_W2_S1","imposte al netto dei contributi ai prodotti","Y","prezzi dell'anno precedente","N","dati grezzi","2020M12","Dic-2020","2019","2019",2201.3,,
"ITE1","Toscana","B1G_B_W2_S1","valore aggiunto ","V","prezzi correnti","N","dati grezzi","2020M12","Dic-2020","2017","2017",102868.6,,
"ITE1","Toscana","B1G_B_W2_S1","valore aggiunto ","V","prezzi correnti","N","dati grezzi","2020M12","Dic-2020","2018","2018",105293.3,,
"ITE1","Toscana","B1G_B_W2_S1","valore aggiunto ","V","prezzi correnti","N","dati grezzi","2020M12","Dic-2020","2019","2019",106387.8,,
"ITE4","Lazio","B1GQ_B_W2_S1","prodotto interno lordo ai prezzi di mercato","V","prezzi correnti","N","dati grezzi","2020M12","Dic-2020","2017","2017",196416.1,,
"ITE4","Lazio","B1GQ_B_W2_S1","prodotto interno lordo ai prezzi di mercato","V","prezzi correnti","N","dati grezzi","2020M12","Dic-2020","2018","2018",199103,,
"ITE4","Lazio","B1GQ_B_W2_S1","prodotto interno lordo ai prezzi di mercato","V","prezzi correnti","N","dati grezzi","2020M12","Dic-2020","2019","2019",200931,,
"ITF2","Molise","B1G_B_W2_S1","valore aggiunto ","Y","prezzi dell'anno precedente","N","dati grezzi","2020M12","Dic-2020","2017","2017",5640.4,,
"ITF2","Molise","B1G_B_W2_S1","valore aggiunto ","Y","prezzi dell'anno precedente","N","dati grezzi","2020M12","Dic-2020","2018","2018",5757.7,,
"ITF2","Molise","B1G_B_W2_S1","valore aggiunto ","Y","prezzi dell'anno precedente","N","dati grezzi","2020M12","Dic-2020","2019","2019",5771.6,,
"ITD1","Provincia Autonoma Bolzano / Bozen","B1G_B_W2_S1","valore aggiunto ","V","prezzi correnti","N","dati grezzi","2020M12","Dic-2020","2017","2017",21488,,
"ITD1","Provincia Autonoma Bolzano / Bozen","B1G_B_W2_S1","valore aggiunto ","V","prezzi correnti","N","dati grezzi","2020M12","Dic-2020","2018","2018",22400.5,,
"ITD1","Provincia Autonoma Bolzano / Bozen","B1G_B_W2_S1","valore aggiunto ","V","prezzi correnti","N","dati grezzi","2020M12","Dic-2020","2019","2019",22864,,
"ITE2","Umbria","B1GQ_B_W2_S1","prodotto interno lordo ai prezzi di mercato","V","prezzi correnti","N","dati grezzi","2020M12","Dic-2020","2017","2017",22130.9,,
"ITE2","Umbria","B1GQ_B_W2_S1","prodotto interno lordo ai prezzi di mercato","V","prezzi correnti","N","dati grezzi","2020M12","Dic-2020","2018","2018",22838.9,,
"ITE2","Umbria","B1GQ_B_W2_S1","prodotto interno lordo ai prezzi di mercato","V","prezzi correnti","N","dati grezzi","2020M12","Dic-2020","2019","2019",23144.8,,
"ITG1","Sicilia","D21X31_C_W2_S1","imposte al netto dei contributi ai prodotti","V","prezzi correnti","N","dati grezzi","2020M12","Dic-2020","2017","2017",8693.5,,
"ITG1","Sicilia","D21X31_C_W2_S1","imposte al netto dei contributi ai prodotti","V","prezzi correnti","N","dati grezzi","2020M12","Dic-2020","2018","2018",8754.3,,
"ITG1","Sicilia","D21X31_C_W2_S1","imposte al netto dei contributi ai prodotti","V","prezzi correnti","N","dati grezzi","2020M12","Dic-2020","2019","2019",8947.6,,
"ITCD","Nord","B1GQ_B_W2_S1","prodotto interno lordo ai prezzi di mercato","Y","prezzi dell'anno precedente","N","dati grezzi","2020M12","Dic-2020","2017","2017",968324.6,,
"ITCD","Nord","B1GQ_B_W2_S1","prodotto interno lordo ai prezzi di mercato","Y","prezzi dell'anno precedente","N","dati grezzi","2020M12","Dic-2020","2018","2018",986774.1,,
"ITCD","Nord","B1GQ_B_W2_S1","prodotto interno lordo ai prezzi di mercato","Y","prezzi dell'anno precedente","N","dati grezzi","2020M12","Dic-2020","2019","2019",1000751.1,,
"ITD","Nord-est","D21X31_C_W2_S1","imposte al netto dei contributi ai prodotti","L_2015","valori concatenati con anno di riferimento 2015","N","dati grezzi","2020M12","Dic-2020","2017","2017",40261.6,,
"ITD","Nord-est","D21X31_C_W2_S1","imposte al netto dei contributi ai prodotti","L_2015","valori concatenati con anno di riferimento 2015","N","dati grezzi","2020M12","Dic-2020","2018","2018",40778.9,,
"ITD","Nord-est","D21X31_C_W2_S1","imposte al netto dei contributi ai prodotti","L_2015","valori concatenati con anno di riferimento 2015","N","dati grezzi","2020M12","Dic-2020","2019","2019",41226.7,,
"ITZ","Extra-Regio","B1G_B_W2_S1","valore aggiunto ","V","prezzi correnti","N","dati grezzi","2020M12","Dic-2020","2017","2017",1317.1,,
"ITZ","Extra-Regio","B1G_B_W2_S1","valore aggiunto ","V","prezzi correnti","N","dati grezzi","2020M12","Dic-2020","2018","2018",1395.6,,
"ITZ","Extra-Regio","B1G_B_W2_S1","valore aggiunto ","V","prezzi correnti","N","dati grezzi","2020M12","Dic-2020","2019","2019",1280.4,,
"ITC1","Piemonte","D21X31_C_W2_S1","imposte al netto dei contributi ai prodotti","L_2015","valori concatenati con anno di riferimento 2015","N","dati grezzi","2020M12","Dic-2020","2017","2017",13575.2,,
"ITC1","Piemonte","D21X31_C_W2_S1","imposte al netto dei contributi ai prodotti","L_2015","valori concatenati con anno di riferimento 2015","N","dati grezzi","2020M12","Dic-2020","2018","2018",13706.5,,
"ITC1","Piemonte","D21X31_C_W2_S1","imposte al netto dei contributi ai prodotti","L_2015","valori concatenati con anno di riferimento 2015","N","dati grezzi","2020M12","Dic-2020","2019","2019",13819.8,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","B1G_B_W2_S1","valore aggiunto ","V","prezzi correnti","N","dati grezzi","2020M12","Dic-2020","2017","2017",4284.4,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","B1G_B_W2_S1","valore aggiunto ","V","prezzi correnti","N","dati grezzi","2020M12","Dic-2020","2018","2018",4330.8,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","B1G_B_W2_S1","valore aggiunto ","V","prezzi correnti","N","dati grezzi","2020M12","Dic-2020","2019","2019",4362.1,,
"ITC","Nord-ovest","D21X31_C_W2_S1","imposte al netto dei contributi ai prodotti","V","prezzi correnti","N","dati grezzi","2020M12","Dic-2020","2017","2017",61314.5,,
"ITC","Nord-ovest","D21X31_C_W2_S1","imposte al netto dei contributi ai prodotti","V","prezzi correnti","N","dati grezzi","2020M12","Dic-2020","2018","2018",62350.3,,
"ITC","Nord-ovest","D21X31_C_W2_S1","imposte al netto dei contributi ai prodotti","V","prezzi correnti","N","dati grezzi","2020M12","Dic-2020","2019","2019",63800.5,,
"ITD5","Emilia-Romagna","B1G_B_W2_S1","valore aggiunto ","L_2015","valori concatenati con anno di riferimento 2015","N","dati grezzi","2020M12","Dic-2020","2017","2017",139176.2,,
"ITD5","Emilia-Romagna","B1G_B_W2_S1","valore aggiunto ","L_2015","valori concatenati con anno di riferimento 2015","N","dati grezzi","2020M12","Dic-2020","2018","2018",141279,,
"ITD5","Emilia-Romagna","B1G_B_W2_S1","valore aggiunto ","L_2015","valori concatenati con anno di riferimento 2015","N","dati grezzi","2020M12","Dic-2020","2019","2019",142168.4,,
"ITC3","Liguria","D21X31_C_W2_S1","imposte al netto dei contributi ai prodotti","V","prezzi correnti","N","dati grezzi","2020M12","Dic-2020","2017","2017",5249.7,,
"ITC3","Liguria","D21X31_C_W2_S1","imposte al netto dei contributi ai prodotti","V","prezzi correnti","N","dati grezzi","2020M12","Dic-2020","2018","2018",5213.5,,
"ITC3","Liguria","D21X31_C_W2_S1","imposte al netto dei contributi ai prodotti","V","prezzi correnti","N","dati grezzi","2020M12","Dic-2020","2019","2019",5326.4,,
"ITFG","Mezzogiorno","B1GQ_B_W2_S1","prodotto interno lordo ai prezzi di mercato","L_2015","valori concatenati con anno di riferimento 2015","N","dati grezzi","2020M12","Dic-2020","2017","2017",378882.9,,
"ITFG","Mezzogiorno","B1GQ_B_W2_S1","prodotto interno lordo ai prezzi di mercato","L_2015","valori concatenati con anno di riferimento 2015","N","dati grezzi","2020M12","Dic-2020","2018","2018",379775.1,,
"ITFG","Mezzogiorno","B1GQ_B_W2_S1","prodotto interno lordo ai prezzi di mercato","L_2015","valori concatenati con anno di riferimento 2015","N","dati grezzi","2020M12","Dic-2020","2019","2019",380393.6,,
"ITD","Nord-est","D21X31_C_W2_S1","imposte al netto dei contributi ai prodotti","V","prezzi correnti","N","dati grezzi","2020M12","Dic-2020","2017","2017",41796.9,,
"ITD","Nord-est","D21X31_C_W2_S1","imposte al netto dei contributi ai prodotti","V","prezzi correnti","N","dati grezzi","2020M12","Dic-2020","2018","2018",42680.5,,
"ITD","Nord-est","D21X31_C_W2_S1","imposte al netto dei contributi ai prodotti","V","prezzi correnti","N","dati grezzi","2020M12","Dic-2020","2019","2019",43690.5,,
"ITF5","Basilicata","D21X31_C_W2_S1","imposte al netto dei contributi ai prodotti","Y","prezzi dell'anno precedente","N","dati grezzi","2020M12","Dic-2020","2017","2017",1052.3,,
"ITF5","Basilicata","D21X31_C_W2_S1","imposte al netto dei contributi ai prodotti","Y","prezzi dell'anno precedente","N","dati grezzi","2020M12","Dic-2020","2018","2018",1105.2,,
"ITF5","Basilicata","D21X31_C_W2_S1","imposte al netto dei contributi ai prodotti","Y","prezzi dell'anno precedente","N","dati grezzi","2020M12","Dic-2020","2019","2019",1157.9,,
"ITC4","Lombardia","D21X31_C_W2_S1","imposte al netto dei contributi ai prodotti","Y","prezzi dell'anno precedente","N","dati grezzi","2020M12","Dic-2020","2017","2017",41329.3,,
"ITC4","Lombardia","D21X31_C_W2_S1","imposte al netto dei contributi ai prodotti","Y","prezzi dell'anno precedente","N","dati grezzi","2020M12","Dic-2020","2018","2018",42140.6,,
"ITC4","Lombardia","D21X31_C_W2_S1","imposte al netto dei contributi ai prodotti","Y","prezzi dell'anno precedente","N","dati grezzi","2020M12","Dic-2020","2019","2019",42872.9,,
"ITD3","Veneto","B1G_B_W2_S1","valore aggiunto ","Y","prezzi dell'anno precedente","N","dati grezzi","2020M12","Dic-2020","2017","2017",142834.5,,
"ITD3","Veneto","B1G_B_W2_S1","valore aggiunto ","Y","prezzi dell'anno precedente","N","dati grezzi","2020M12","Dic-2020","2018","2018",144657.8,,
"ITD3","Veneto","B1G_B_W2_S1","valore aggiunto ","Y","prezzi dell'anno precedente","N","dati grezzi","2020M12","Dic-2020","2019","2019",146759.4,,
"ITF","Sud","B1G_B_W2_S1","valore aggiunto ","Y","prezzi dell'anno precedente","N","dati grezzi","2020M12","Dic-2020","2017","2017",237273.9,,
"ITF","Sud","B1G_B_W2_S1","valore aggiunto ","Y","prezzi dell'anno precedente","N","dati grezzi","2020M12","Dic-2020","2018","2018",241276.5,,
"ITF","Sud","B1G_B_W2_S1","valore aggiunto ","Y","prezzi dell'anno precedente","N","dati grezzi","2020M12","Dic-2020","2019","2019",243561,,
"ITDA","Trentino Alto Adige / Südtirol","D21X31_C_W2_S1","imposte al netto dei contributi ai prodotti","L_2015","valori concatenati con anno di riferimento 2015","N","dati grezzi","2020M12","Dic-2020","2017","2017",4413.1,,
"ITDA","Trentino Alto Adige / Südtirol","D21X31_C_W2_S1","imposte al netto dei contributi ai prodotti","L_2015","valori concatenati con anno di riferimento 2015","N","dati grezzi","2020M12","Dic-2020","2018","2018",4546.6,,
"ITDA","Trentino Alto Adige / Südtirol","D21X31_C_W2_S1","imposte al netto dei contributi ai prodotti","L_2015","valori concatenati con anno di riferimento 2015","N","dati grezzi","2020M12","Dic-2020","2019","2019",4596.4,,
"ITF1","Abruzzo","B1GQ_B_W2_S1","prodotto interno lordo ai prezzi di mercato","Y","prezzi dell'anno precedente","N","dati grezzi","2020M12","Dic-2020","2017","2017",31899.8,,
"ITF1","Abruzzo","B1GQ_B_W2_S1","prodotto interno lordo ai prezzi di mercato","Y","prezzi dell'anno precedente","N","dati grezzi","2020M12","Dic-2020","2018","2018",32616.1,,
"ITF1","Abruzzo","B1GQ_B_W2_S1","prodotto interno lordo ai prezzi di mercato","Y","prezzi dell'anno precedente","N","dati grezzi","2020M12","Dic-2020","2019","2019",32655.7,,
"IT","Italia","B1GQ_B_W2_S1","prodotto interno lordo ai prezzi di mercato","Y","prezzi dell'anno precedente","N","dati grezzi","2020M12","Dic-2020","2017","2017",1724070.1,,
"IT","Italia","B1GQ_B_W2_S1","prodotto interno lordo ai prezzi di mercato","Y","prezzi dell'anno precedente","N","dati grezzi","2020M12","Dic-2020","2018","2018",1752987.8,,
"IT","Italia","B1GQ_B_W2_S1","prodotto interno lordo ai prezzi di mercato","Y","prezzi dell'anno precedente","N","dati grezzi","2020M12","Dic-2020","2019","2019",1777132.9,,
"ITDA","Trentino Alto Adige / Südtirol","B1G_B_W2_S1","valore aggiunto ","V","prezzi correnti","N","dati grezzi","2020M12","Dic-2020","2017","2017",39485.6,,
"ITDA","Trentino Alto Adige / Südtirol","B1G_B_W2_S1","valore aggiunto ","V","prezzi correnti","N","dati grezzi","2020M12","Dic-2020","2018","2018",41135.2,,
"ITDA","Trentino Alto Adige / Südtirol","B1G_B_W2_S1","valore aggiunto ","V","prezzi correnti","N","dati grezzi","2020M12","Dic-2020","2019","2019",41652.1,,
"ITF3","Campania","B1GQ_B_W2_S1","prodotto interno lordo ai prezzi di mercato","L_2015","valori concatenati con anno di riferimento 2015","N","dati grezzi","2020M12","Dic-2020","2017","2017",105201.5,,
"ITF3","Campania","B1GQ_B_W2_S1","prodotto interno lordo ai prezzi di mercato","L_2015","valori concatenati con anno di riferimento 2015","N","dati grezzi","2020M12","Dic-2020","2018","2018",105705.3,,
"ITF3","Campania","B1GQ_B_W2_S1","prodotto interno lordo ai prezzi di mercato","L_2015","valori concatenati con anno di riferimento 2015","N","dati grezzi","2020M12","Dic-2020","2019","2019",105574.7,,
"ITE1","Toscana","D21X31_C_W2_S1","imposte al netto dei contributi ai prodotti","L_2015","valori concatenati con anno di riferimento 2015","N","dati grezzi","2020M12","Dic-2020","2017","2017",11676.4,,
