"ITTER107","Territorio","TIPO_DATO_PIL_SEC2010","Tipo aggregato","VAL","Valutazione","CORREZ","Correzione","T_BIS","Edizione","TIME","Seleziona periodo","Value","Flag Codes","Flags"
"ITE1","Toscana","D21X31_C_W2_S1","imposte al netto dei contributi ai prodotti","Y","prezzi dell'anno precedente","N","dati grezzi","2020M5","Mag-2020","2018","2018",12141.1,,
"ITG","Isole","B1GQ_B_W2_S1","prodotto interno lordo ai prezzi di mercato","Y","prezzi dell'anno precedente","N","dati grezzi","2020M5","Mag-2020","2017","2017",120068.9,,
"ITG","Isole","B1GQ_B_W2_S1","prodotto interno lordo ai prezzi di mercato","Y","prezzi dell'anno precedente","N","dati grezzi","2020M5","Mag-2020","2018","2018",122018.3,,
"ITF5","Basilicata","B1G_B_W2_S1","valore aggiunto ","V","prezzi correnti","N","dati grezzi","2020M5","Mag-2020","2017","2017",11166.8,,
"ITF5","Basilicata","B1G_B_W2_S1","valore aggiunto ","V","prezzi correnti","N","dati grezzi","2020M5","Mag-2020","2018","2018",11287.9,,
"ITZ","Extra-Regio","B1GQ_B_W2_S1","prodotto interno lordo ai prezzi di mercato","V","prezzi correnti","N","dati grezzi","2020M5","Mag-2020","2017","2017",1317.1,,
"ITZ","Extra-Regio","B1GQ_B_W2_S1","prodotto interno lordo ai prezzi di mercato","V","prezzi correnti","N","dati grezzi","2020M5","Mag-2020","2018","2018",1302.5,,
"ITF6","Calabria","D21X31_C_W2_S1","imposte al netto dei contributi ai prodotti","V","prezzi correnti","N","dati grezzi","2020M5","Mag-2020","2017","2017",3274.8,,
"ITF6","Calabria","D21X31_C_W2_S1","imposte al netto dei contributi ai prodotti","V","prezzi correnti","N","dati grezzi","2020M5","Mag-2020","2018","2018",3310.3,,
"ITD3","Veneto","B1G_B_W2_S1","valore aggiunto ","Y","prezzi dell'anno precedente","N","dati grezzi","2020M5","Mag-2020","2017","2017",142839.1,,
"ITD3","Veneto","B1G_B_W2_S1","valore aggiunto ","Y","prezzi dell'anno precedente","N","dati grezzi","2020M5","Mag-2020","2018","2018",145481,,
"ITE3","Marche","B1GQ_B_W2_S1","prodotto interno lordo ai prezzi di mercato","Y","prezzi dell'anno precedente","N","dati grezzi","2020M5","Mag-2020","2017","2017",40962.9,,
"ITE3","Marche","B1GQ_B_W2_S1","prodotto interno lordo ai prezzi di mercato","Y","prezzi dell'anno precedente","N","dati grezzi","2020M5","Mag-2020","2018","2018",42475.1,,
"ITC1","Piemonte","D21X31_C_W2_S1","imposte al netto dei contributi ai prodotti","L_2015","valori concatenati con anno di riferimento 2015","N","dati grezzi","2020M5","Mag-2020","2017","2017",13574.4,,
"ITC1","Piemonte","D21X31_C_W2_S1","imposte al netto dei contributi ai prodotti","L_2015","valori concatenati con anno di riferimento 2015","N","dati grezzi","2020M5","Mag-2020","2018","2018",13608.3,,
"ITE4","Lazio","B1GQ_B_W2_S1","prodotto interno lordo ai prezzi di mercato","L_2015","valori concatenati con anno di riferimento 2015","N","dati grezzi","2020M5","Mag-2020","2017","2017",192620.4,,
"ITE4","Lazio","B1GQ_B_W2_S1","prodotto interno lordo ai prezzi di mercato","L_2015","valori concatenati con anno di riferimento 2015","N","dati grezzi","2020M5","Mag-2020","2018","2018",192123.2,,
"ITE2","Umbria","B1GQ_B_W2_S1","prodotto interno lordo ai prezzi di mercato","L_2015","valori concatenati con anno di riferimento 2015","N","dati grezzi","2020M5","Mag-2020","2017","2017",21678.8,,
"ITE2","Umbria","B1GQ_B_W2_S1","prodotto interno lordo ai prezzi di mercato","L_2015","valori concatenati con anno di riferimento 2015","N","dati grezzi","2020M5","Mag-2020","2018","2018",21692.9,,
"ITC3","Liguria","B1GQ_B_W2_S1","prodotto interno lordo ai prezzi di mercato","Y","prezzi dell'anno precedente","N","dati grezzi","2020M5","Mag-2020","2017","2017",48927.5,,
"ITC3","Liguria","B1GQ_B_W2_S1","prodotto interno lordo ai prezzi di mercato","Y","prezzi dell'anno precedente","N","dati grezzi","2020M5","Mag-2020","2018","2018",49656.9,,
"ITZ","Extra-Regio","B1G_B_W2_S1","valore aggiunto ","L_2015","valori concatenati con anno di riferimento 2015","N","dati grezzi","2020M5","Mag-2020","2017","2017",1771.7,,
"ITZ","Extra-Regio","B1G_B_W2_S1","valore aggiunto ","L_2015","valori concatenati con anno di riferimento 2015","N","dati grezzi","2020M5","Mag-2020","2018","2018",1770.4,,
"ITE3","Marche","D21X31_C_W2_S1","imposte al netto dei contributi ai prodotti","V","prezzi correnti","N","dati grezzi","2020M5","Mag-2020","2017","2017",3964.2,,
"ITE3","Marche","D21X31_C_W2_S1","imposte al netto dei contributi ai prodotti","V","prezzi correnti","N","dati grezzi","2020M5","Mag-2020","2018","2018",4063.2,,
"ITD5","Emilia-Romagna","B1GQ_B_W2_S1","prodotto interno lordo ai prezzi di mercato","V","prezzi correnti","N","dati grezzi","2020M5","Mag-2020","2017","2017",157862.5,,
"ITD5","Emilia-Romagna","B1GQ_B_W2_S1","prodotto interno lordo ai prezzi di mercato","V","prezzi correnti","N","dati grezzi","2020M5","Mag-2020","2018","2018",161686.3,,
"ITCDE","Centro-nord","B1GQ_B_W2_S1","prodotto interno lordo ai prezzi di mercato","Y","prezzi dell'anno precedente","N","dati grezzi","2020M5","Mag-2020","2017","2017",1340876.5,,
"ITCDE","Centro-nord","B1GQ_B_W2_S1","prodotto interno lordo ai prezzi di mercato","Y","prezzi dell'anno precedente","N","dati grezzi","2020M5","Mag-2020","2018","2018",1361209.6,,
"ITD1","Provincia Autonoma Bolzano / Bozen","B1G_B_W2_S1","valore aggiunto ","V","prezzi correnti","N","dati grezzi","2020M5","Mag-2020","2017","2017",21488,,
"ITD1","Provincia Autonoma Bolzano / Bozen","B1G_B_W2_S1","valore aggiunto ","V","prezzi correnti","N","dati grezzi","2020M5","Mag-2020","2018","2018",22300.6,,
"ITDA","Trentino Alto Adige / Südtirol","D21X31_C_W2_S1","imposte al netto dei contributi ai prodotti","L_2015","valori concatenati con anno di riferimento 2015","N","dati grezzi","2020M5","Mag-2020","2017","2017",4413.6,,
"ITDA","Trentino Alto Adige / Südtirol","D21X31_C_W2_S1","imposte al netto dei contributi ai prodotti","L_2015","valori concatenati con anno di riferimento 2015","N","dati grezzi","2020M5","Mag-2020","2018","2018",4422.6,,
"ITE1","Toscana","B1G_B_W2_S1","valore aggiunto ","L_2015","valori concatenati con anno di riferimento 2015","N","dati grezzi","2020M5","Mag-2020","2017","2017",100903.6,,
"ITE1","Toscana","B1G_B_W2_S1","valore aggiunto ","L_2015","valori concatenati con anno di riferimento 2015","N","dati grezzi","2020M5","Mag-2020","2018","2018",102645.2,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","B1G_B_W2_S1","valore aggiunto ","L_2015","valori concatenati con anno di riferimento 2015","N","dati grezzi","2020M5","Mag-2020","2017","2017",4197.8,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","B1G_B_W2_S1","valore aggiunto ","L_2015","valori concatenati con anno di riferimento 2015","N","dati grezzi","2020M5","Mag-2020","2018","2018",4241.8,,
"ITC4","Lombardia","D21X31_C_W2_S1","imposte al netto dei contributi ai prodotti","Y","prezzi dell'anno precedente","N","dati grezzi","2020M5","Mag-2020","2017","2017",41336.1,,
"ITC4","Lombardia","D21X31_C_W2_S1","imposte al netto dei contributi ai prodotti","Y","prezzi dell'anno precedente","N","dati grezzi","2020M5","Mag-2020","2018","2018",41502.4,,
"ITD2","Provincia Autonoma Trento","B1G_B_W2_S1","valore aggiunto ","Y","prezzi dell'anno precedente","N","dati grezzi","2020M5","Mag-2020","2017","2017",17866.4,,
"ITD2","Provincia Autonoma Trento","B1G_B_W2_S1","valore aggiunto ","Y","prezzi dell'anno precedente","N","dati grezzi","2020M5","Mag-2020","2018","2018",18125.8,,
"ITDA","Trentino Alto Adige / Südtirol","B1G_B_W2_S1","valore aggiunto ","V","prezzi correnti","N","dati grezzi","2020M5","Mag-2020","2017","2017",39485.6,,
"ITDA","Trentino Alto Adige / Südtirol","B1G_B_W2_S1","valore aggiunto ","V","prezzi correnti","N","dati grezzi","2020M5","Mag-2020","2018","2018",40689.6,,
"ITF4","Puglia","D21X31_C_W2_S1","imposte al netto dei contributi ai prodotti","V","prezzi correnti","N","dati grezzi","2020M5","Mag-2020","2017","2017",6205.9,,
"ITF4","Puglia","D21X31_C_W2_S1","imposte al netto dei contributi ai prodotti","V","prezzi correnti","N","dati grezzi","2020M5","Mag-2020","2018","2018",6318.4,,
"ITC1","Piemonte","B1G_B_W2_S1","valore aggiunto ","V","prezzi correnti","N","dati grezzi","2020M5","Mag-2020","2017","2017",120607.5,,
"ITC1","Piemonte","B1G_B_W2_S1","valore aggiunto ","V","prezzi correnti","N","dati grezzi","2020M5","Mag-2020","2018","2018",123176.8,,
"ITF1","Abruzzo","B1GQ_B_W2_S1","prodotto interno lordo ai prezzi di mercato","Y","prezzi dell'anno precedente","N","dati grezzi","2020M5","Mag-2020","2017","2017",31896.1,,
"ITF1","Abruzzo","B1GQ_B_W2_S1","prodotto interno lordo ai prezzi di mercato","Y","prezzi dell'anno precedente","N","dati grezzi","2020M5","Mag-2020","2018","2018",33288.2,,
"ITF","Sud","B1GQ_B_W2_S1","prodotto interno lordo ai prezzi di mercato","Y","prezzi dell'anno precedente","N","dati grezzi","2020M5","Mag-2020","2017","2017",261842.1,,
"ITF","Sud","B1GQ_B_W2_S1","prodotto interno lordo ai prezzi di mercato","Y","prezzi dell'anno precedente","N","dati grezzi","2020M5","Mag-2020","2018","2018",265909,,
"ITD","Nord-est","B1G_B_W2_S1","valore aggiunto ","V","prezzi correnti","N","dati grezzi","2020M5","Mag-2020","2017","2017",357866.4,,
"ITD","Nord-est","B1G_B_W2_S1","valore aggiunto ","V","prezzi correnti","N","dati grezzi","2020M5","Mag-2020","2018","2018",366227.7,,
"ITE","Centro","B1GQ_B_W2_S1","prodotto interno lordo ai prezzi di mercato","Y","prezzi dell'anno precedente","N","dati grezzi","2020M5","Mag-2020","2017","2017",372488.9,,
"ITE","Centro","B1GQ_B_W2_S1","prodotto interno lordo ai prezzi di mercato","Y","prezzi dell'anno precedente","N","dati grezzi","2020M5","Mag-2020","2018","2018",377315.3,,
"ITC3","Liguria","D21X31_C_W2_S1","imposte al netto dei contributi ai prodotti","V","prezzi correnti","N","dati grezzi","2020M5","Mag-2020","2017","2017",5249.3,,
"ITC3","Liguria","D21X31_C_W2_S1","imposte al netto dei contributi ai prodotti","V","prezzi correnti","N","dati grezzi","2020M5","Mag-2020","2018","2018",5335,,
"ITF3","Campania","D21X31_C_W2_S1","imposte al netto dei contributi ai prodotti","V","prezzi correnti","N","dati grezzi","2020M5","Mag-2020","2017","2017",11015,,
"ITF3","Campania","D21X31_C_W2_S1","imposte al netto dei contributi ai prodotti","V","prezzi correnti","N","dati grezzi","2020M5","Mag-2020","2018","2018",11132.1,,
"ITFG","Mezzogiorno","B1GQ_B_W2_S1","prodotto interno lordo ai prezzi di mercato","L_2015","valori concatenati con anno di riferimento 2015","N","dati grezzi","2020M5","Mag-2020","2017","2017",378832.5,,
"ITFG","Mezzogiorno","B1GQ_B_W2_S1","prodotto interno lordo ai prezzi di mercato","L_2015","valori concatenati con anno di riferimento 2015","N","dati grezzi","2020M5","Mag-2020","2018","2018",379742.1,,
"ITF1","Abruzzo","D21X31_C_W2_S1","imposte al netto dei contributi ai prodotti","V","prezzi correnti","N","dati grezzi","2020M5","Mag-2020","2017","2017",3156.8,,
"ITF1","Abruzzo","D21X31_C_W2_S1","imposte al netto dei contributi ai prodotti","V","prezzi correnti","N","dati grezzi","2020M5","Mag-2020","2018","2018",3226.7,,
"IT","Italia","B1GQ_B_W2_S1","prodotto interno lordo ai prezzi di mercato","Y","prezzi dell'anno precedente","N","dati grezzi","2020M5","Mag-2020","2017","2017",1724070.1,,
"IT","Italia","B1GQ_B_W2_S1","prodotto interno lordo ai prezzi di mercato","Y","prezzi dell'anno precedente","N","dati grezzi","2020M5","Mag-2020","2018","2018",1750453,,
"ITD3","Veneto","B1GQ_B_W2_S1","prodotto interno lordo ai prezzi di mercato","V","prezzi correnti","N","dati grezzi","2020M5","Mag-2020","2017","2017",160299.5,,
"ITD3","Veneto","B1GQ_B_W2_S1","prodotto interno lordo ai prezzi di mercato","V","prezzi correnti","N","dati grezzi","2020M5","Mag-2020","2018","2018",163682.8,,
"ITF2","Molise","B1G_B_W2_S1","valore aggiunto ","Y","prezzi dell'anno precedente","N","dati grezzi","2020M5","Mag-2020","2017","2017",5638.3,,
"ITF2","Molise","B1G_B_W2_S1","valore aggiunto ","Y","prezzi dell'anno precedente","N","dati grezzi","2020M5","Mag-2020","2018","2018",5747.8,,
"ITF4","Puglia","B1GQ_B_W2_S1","prodotto interno lordo ai prezzi di mercato","Y","prezzi dell'anno precedente","N","dati grezzi","2020M5","Mag-2020","2017","2017",72440.5,,
"ITF4","Puglia","B1GQ_B_W2_S1","prodotto interno lordo ai prezzi di mercato","Y","prezzi dell'anno precedente","N","dati grezzi","2020M5","Mag-2020","2018","2018",74300.3,,
"ITG","Isole","D21X31_C_W2_S1","imposte al netto dei contributi ai prodotti","V","prezzi correnti","N","dati grezzi","2020M5","Mag-2020","2017","2017",11865.5,,
"ITG","Isole","D21X31_C_W2_S1","imposte al netto dei contributi ai prodotti","V","prezzi correnti","N","dati grezzi","2020M5","Mag-2020","2018","2018",12028.9,,
"ITF5","Basilicata","D21X31_C_W2_S1","imposte al netto dei contributi ai prodotti","Y","prezzi dell'anno precedente","N","dati grezzi","2020M5","Mag-2020","2017","2017",1052,,
"ITF5","Basilicata","D21X31_C_W2_S1","imposte al netto dei contributi ai prodotti","Y","prezzi dell'anno precedente","N","dati grezzi","2020M5","Mag-2020","2018","2018",1069.4,,
"ITD2","Provincia Autonoma Trento","B1G_B_W2_S1","valore aggiunto ","L_2015","valori concatenati con anno di riferimento 2015","N","dati grezzi","2020M5","Mag-2020","2017","2017",17877.2,,
"ITD2","Provincia Autonoma Trento","B1G_B_W2_S1","valore aggiunto ","L_2015","valori concatenati con anno di riferimento 2015","N","dati grezzi","2020M5","Mag-2020","2018","2018",18004.6,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","B1GQ_B_W2_S1","prodotto interno lordo ai prezzi di mercato","V","prezzi correnti","N","dati grezzi","2020M5","Mag-2020","2017","2017",4786.3,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","B1GQ_B_W2_S1","prodotto interno lordo ai prezzi di mercato","V","prezzi correnti","N","dati grezzi","2020M5","Mag-2020","2018","2018",4902,,
"ITF","Sud","B1GQ_B_W2_S1","prodotto interno lordo ai prezzi di mercato","L_2015","valori concatenati con anno di riferimento 2015","N","dati grezzi","2020M5","Mag-2020","2017","2017",259385.4,,
"ITF","Sud","B1GQ_B_W2_S1","prodotto interno lordo ai prezzi di mercato","L_2015","valori concatenati con anno di riferimento 2015","N","dati grezzi","2020M5","Mag-2020","2018","2018",260093.9,,
"ITG1","Sicilia","D21X31_C_W2_S1","imposte al netto dei contributi ai prodotti","V","prezzi correnti","N","dati grezzi","2020M5","Mag-2020","2017","2017",8692,,
"ITG1","Sicilia","D21X31_C_W2_S1","imposte al netto dei contributi ai prodotti","V","prezzi correnti","N","dati grezzi","2020M5","Mag-2020","2018","2018",8796.2,,
"ITC4","Lombardia","B1G_B_W2_S1","valore aggiunto ","V","prezzi correnti","N","dati grezzi","2020M5","Mag-2020","2017","2017",343596.1,,
"ITC4","Lombardia","B1G_B_W2_S1","valore aggiunto ","V","prezzi correnti","N","dati grezzi","2020M5","Mag-2020","2018","2018",348287.4,,
"ITD","Nord-est","D21X31_C_W2_S1","imposte al netto dei contributi ai prodotti","L_2015","valori concatenati con anno di riferimento 2015","N","dati grezzi","2020M5","Mag-2020","2017","2017",40263.2,,
"ITD","Nord-est","D21X31_C_W2_S1","imposte al netto dei contributi ai prodotti","L_2015","valori concatenati con anno di riferimento 2015","N","dati grezzi","2020M5","Mag-2020","2018","2018",40359.3,,
"ITF6","Calabria","B1GQ_B_W2_S1","prodotto interno lordo ai prezzi di mercato","Y","prezzi dell'anno precedente","N","dati grezzi","2020M5","Mag-2020","2017","2017",32616.1,,
"ITF6","Calabria","B1GQ_B_W2_S1","prodotto interno lordo ai prezzi di mercato","Y","prezzi dell'anno precedente","N","dati grezzi","2020M5","Mag-2020","2018","2018",32865.8,,
"ITE1","Toscana","B1G_B_W2_S1","valore aggiunto ","V","prezzi correnti","N","dati grezzi","2020M5","Mag-2020","2017","2017",102868.6,,
"ITE1","Toscana","B1G_B_W2_S1","valore aggiunto ","V","prezzi correnti","N","dati grezzi","2020M5","Mag-2020","2018","2018",105580.2,,
"ITE4","Lazio","B1G_B_W2_S1","valore aggiunto ","Y","prezzi dell'anno precedente","N","dati grezzi","2020M5","Mag-2020","2017","2017",175146.1,,
"ITE4","Lazio","B1G_B_W2_S1","valore aggiunto ","Y","prezzi dell'anno precedente","N","dati grezzi","2020M5","Mag-2020","2018","2018",175688.7,,
"ITZ","Extra-Regio","D21X31_C_W2_S1","imposte al netto dei contributi ai prodotti","Y","prezzi dell'anno precedente","N","dati grezzi","2020M5","Mag-2020","2017","2017",0,,
"ITZ","Extra-Regio","D21X31_C_W2_S1","imposte al netto dei contributi ai prodotti","Y","prezzi dell'anno precedente","N","dati grezzi","2020M5","Mag-2020","2018","2018",0,,
"ITD1","Provincia Autonoma Bolzano / Bozen","D21X31_C_W2_S1","imposte al netto dei contributi ai prodotti","Y","prezzi dell'anno precedente","N","dati grezzi","2020M5","Mag-2020","2017","2017",2460.9,,
"ITD1","Provincia Autonoma Bolzano / Bozen","D21X31_C_W2_S1","imposte al netto dei contributi ai prodotti","Y","prezzi dell'anno precedente","N","dati grezzi","2020M5","Mag-2020","2018","2018",2504.9,,
"ITCD","Nord","D21X31_C_W2_S1","imposte al netto dei contributi ai prodotti","V","prezzi correnti","N","dati grezzi","2020M5","Mag-2020","2017","2017",103118.3,,
"ITCD","Nord","D21X31_C_W2_S1","imposte al netto dei contributi ai prodotti","V","prezzi correnti","N","dati grezzi","2020M5","Mag-2020","2018","2018",104889.2,,
"ITD3","Veneto","B1GQ_B_W2_S1","prodotto interno lordo ai prezzi di mercato","L_2015","valori concatenati con anno di riferimento 2015","N","dati grezzi","2020M5","Mag-2020","2017","2017",157256.2,,
"ITD3","Veneto","B1GQ_B_W2_S1","prodotto interno lordo ai prezzi di mercato","L_2015","valori concatenati con anno di riferimento 2015","N","dati grezzi","2020M5","Mag-2020","2018","2018",159244.9,,
"ITG2","Sardegna","D21X31_C_W2_S1","imposte al netto dei contributi ai prodotti","L_2015","valori concatenati con anno di riferimento 2015","N","dati grezzi","2020M5","Mag-2020","2017","2017",3056.5,,
"ITG2","Sardegna","D21X31_C_W2_S1","imposte al netto dei contributi ai prodotti","L_2015","valori concatenati con anno di riferimento 2015","N","dati grezzi","2020M5","Mag-2020","2018","2018",3064,,
"ITC","Nord-ovest","D21X31_C_W2_S1","imposte al netto dei contributi ai prodotti","L_2015","valori concatenati con anno di riferimento 2015","N","dati grezzi","2020M5","Mag-2020","2017","2017",59175.9,,
"ITC","Nord-ovest","D21X31_C_W2_S1","imposte al netto dei contributi ai prodotti","L_2015","valori concatenati con anno di riferimento 2015","N","dati grezzi","2020M5","Mag-2020","2018","2018",59177.7,,
"ITE","Centro","D21X31_C_W2_S1","imposte al netto dei contributi ai prodotti","V","prezzi correnti","N","dati grezzi","2020M5","Mag-2020","2017","2017",38521.8,,
"ITE","Centro","D21X31_C_W2_S1","imposte al netto dei contributi ai prodotti","V","prezzi correnti","N","dati grezzi","2020M5","Mag-2020","2018","2018",39135.8,,
"ITF2","Molise","B1GQ_B_W2_S1","prodotto interno lordo ai prezzi di mercato","L_2015","valori concatenati con anno di riferimento 2015","N","dati grezzi","2020M5","Mag-2020","2017","2017",6174.5,,
"ITF2","Molise","B1GQ_B_W2_S1","prodotto interno lordo ai prezzi di mercato","L_2015","valori concatenati con anno di riferimento 2015","N","dati grezzi","2020M5","Mag-2020","2018","2018",6248.7,,
"ITCDE","Centro-nord","D21X31_C_W2_S1","imposte al netto dei contributi ai prodotti","V","prezzi correnti","N","dati grezzi","2020M5","Mag-2020","2017","2017",141640.2,,
"ITCDE","Centro-nord","D21X31_C_W2_S1","imposte al netto dei contributi ai prodotti","V","prezzi correnti","N","dati grezzi","2020M5","Mag-2020","2018","2018",144024.9,,
"ITC4","Lombardia","B1G_B_W2_S1","valore aggiunto ","L_2015","valori concatenati con anno di riferimento 2015","N","dati grezzi","2020M5","Mag-2020","2017","2017",339013.7,,
"ITC4","Lombardia","B1G_B_W2_S1","valore aggiunto ","L_2015","valori concatenati con anno di riferimento 2015","N","dati grezzi","2020M5","Mag-2020","2018","2018",341460.5,,
"ITF3","Campania","B1GQ_B_W2_S1","prodotto interno lordo ai prezzi di mercato","Y","prezzi dell'anno precedente","N","dati grezzi","2020M5","Mag-2020","2017","2017",106539.3,,
"ITF3","Campania","B1GQ_B_W2_S1","prodotto interno lordo ai prezzi di mercato","Y","prezzi dell'anno precedente","N","dati grezzi","2020M5","Mag-2020","2018","2018",106840.4,,
"IT","Italia","D21X31_C_W2_S1","imposte al netto dei contributi ai prodotti","V","prezzi correnti","N","dati grezzi","2020M5","Mag-2020","2017","2017",178797,,
"IT","Italia","D21X31_C_W2_S1","imposte al netto dei contributi ai prodotti","V","prezzi correnti","N","dati grezzi","2020M5","Mag-2020","2018","2018",181706,,
"ITD2","Provincia Autonoma Trento","B1GQ_B_W2_S1","prodotto interno lordo ai prezzi di mercato","V","prezzi correnti","N","dati grezzi","2020M5","Mag-2020","2017","2017",20141.3,,
"ITD2","Provincia Autonoma Trento","B1GQ_B_W2_S1","prodotto interno lordo ai prezzi di mercato","V","prezzi correnti","N","dati grezzi","2020M5","Mag-2020","2018","2018",20564.9,,
"ITD5","Emilia-Romagna","B1G_B_W2_S1","valore aggiunto ","Y","prezzi dell'anno precedente","N","dati grezzi","2020M5","Mag-2020","2017","2017",140644.7,,
"ITD5","Emilia-Romagna","B1G_B_W2_S1","valore aggiunto ","Y","prezzi dell'anno precedente","N","dati grezzi","2020M5","Mag-2020","2018","2018",144066.3,,
"ITDA","Trentino Alto Adige / Südtirol","D21X31_C_W2_S1","imposte al netto dei contributi ai prodotti","Y","prezzi dell'anno precedente","N","dati grezzi","2020M5","Mag-2020","2017","2017",4568.8,,
"ITDA","Trentino Alto Adige / Südtirol","D21X31_C_W2_S1","imposte al netto dei contributi ai prodotti","Y","prezzi dell'anno precedente","N","dati grezzi","2020M5","Mag-2020","2018","2018",4646.2,,
"ITD4","Friuli-Venezia Giulia","B1G_B_W2_S1","valore aggiunto ","V","prezzi correnti","N","dati grezzi","2020M5","Mag-2020","2017","2017",33538.7,,
"ITD4","Friuli-Venezia Giulia","B1G_B_W2_S1","valore aggiunto ","V","prezzi correnti","N","dati grezzi","2020M5","Mag-2020","2018","2018",34121.6,,
"ITC3","Liguria","D21X31_C_W2_S1","imposte al netto dei contributi ai prodotti","Y","prezzi dell'anno precedente","N","dati grezzi","2020M5","Mag-2020","2017","2017",5235,,
"ITC3","Liguria","D21X31_C_W2_S1","imposte al netto dei contributi ai prodotti","Y","prezzi dell'anno precedente","N","dati grezzi","2020M5","Mag-2020","2018","2018",5250.1,,
"ITD5","Emilia-Romagna","B1GQ_B_W2_S1","prodotto interno lordo ai prezzi di mercato","L_2015","valori concatenati con anno di riferimento 2015","N","dati grezzi","2020M5","Mag-2020","2017","2017",155146.9,,
"ITD5","Emilia-Romagna","B1GQ_B_W2_S1","prodotto interno lordo ai prezzi di mercato","L_2015","valori concatenati con anno di riferimento 2015","N","dati grezzi","2020M5","Mag-2020","2018","2018",157869.6,,
"ITF5","Basilicata","B1GQ_B_W2_S1","prodotto interno lordo ai prezzi di mercato","V","prezzi correnti","N","dati grezzi","2020M5","Mag-2020","2017","2017",12238.5,,
"ITF5","Basilicata","B1GQ_B_W2_S1","prodotto interno lordo ai prezzi di mercato","V","prezzi correnti","N","dati grezzi","2020M5","Mag-2020","2018","2018",12374.6,,
"ITD3","Veneto","B1GQ_B_W2_S1","prodotto interno lordo ai prezzi di mercato","Y","prezzi dell'anno precedente","N","dati grezzi","2020M5","Mag-2020","2017","2017",159519.5,,
"ITD3","Veneto","B1GQ_B_W2_S1","prodotto interno lordo ai prezzi di mercato","Y","prezzi dell'anno precedente","N","dati grezzi","2020M5","Mag-2020","2018","2018",162326.6,,
"ITF2","Molise","D21X31_C_W2_S1","imposte al netto dei contributi ai prodotti","V","prezzi correnti","N","dati grezzi","2020M5","Mag-2020","2017","2017",567.2,,
"ITF2","Molise","D21X31_C_W2_S1","imposte al netto dei contributi ai prodotti","V","prezzi correnti","N","dati grezzi","2020M5","Mag-2020","2018","2018",577.8,,
"ITF6","Calabria","B1G_B_W2_S1","valore aggiunto ","V","prezzi correnti","N","dati grezzi","2020M5","Mag-2020","2017","2017",29910,,
"ITF6","Calabria","B1G_B_W2_S1","valore aggiunto ","V","prezzi correnti","N","dati grezzi","2020M5","Mag-2020","2018","2018",29886.6,,
"ITD1","Provincia Autonoma Bolzano / Bozen","B1GQ_B_W2_S1","prodotto interno lordo ai prezzi di mercato","L_2015","valori concatenati con anno di riferimento 2015","N","dati grezzi","2020M5","Mag-2020","2017","2017",23258,,
"ITD1","Provincia Autonoma Bolzano / Bozen","B1GQ_B_W2_S1","prodotto interno lordo ai prezzi di mercato","L_2015","valori concatenati con anno di riferimento 2015","N","dati grezzi","2020M5","Mag-2020","2018","2018",23724.9,,
"ITD4","Friuli-Venezia Giulia","B1G_B_W2_S1","valore aggiunto ","L_2015","valori concatenati con anno di riferimento 2015","N","dati grezzi","2020M5","Mag-2020","2017","2017",32967.6,,
"ITD4","Friuli-Venezia Giulia","B1G_B_W2_S1","valore aggiunto ","L_2015","valori concatenati con anno di riferimento 2015","N","dati grezzi","2020M5","Mag-2020","2018","2018",33244.1,,
"ITFG","Mezzogiorno","D21X31_C_W2_S1","imposte al netto dei contributi ai prodotti","V","prezzi correnti","N","dati grezzi","2020M5","Mag-2020","2017","2017",37156.8,,
"ITFG","Mezzogiorno","D21X31_C_W2_S1","imposte al netto dei contributi ai prodotti","V","prezzi correnti","N","dati grezzi","2020M5","Mag-2020","2018","2018",37681.1,,
"ITE1","Toscana","B1GQ_B_W2_S1","prodotto interno lordo ai prezzi di mercato","L_2015","valori concatenati con anno di riferimento 2015","N","dati grezzi","2020M5","Mag-2020","2017","2017",112579.5,,
"ITE1","Toscana","B1GQ_B_W2_S1","prodotto interno lordo ai prezzi di mercato","L_2015","valori concatenati con anno di riferimento 2015","N","dati grezzi","2020M5","Mag-2020","2018","2018",114355.9,,
"ITF4","Puglia","D21X31_C_W2_S1","imposte al netto dei contributi ai prodotti","L_2015","valori concatenati con anno di riferimento 2015","N","dati grezzi","2020M5","Mag-2020","2017","2017",5858.9,,
"ITF4","Puglia","D21X31_C_W2_S1","imposte al netto dei contributi ai prodotti","L_2015","valori concatenati con anno di riferimento 2015","N","dati grezzi","2020M5","Mag-2020","2018","2018",5870.2,,
"ITC1","Piemonte","B1G_B_W2_S1","valore aggiunto ","L_2015","valori concatenati con anno di riferimento 2015","N","dati grezzi","2020M5","Mag-2020","2017","2017",118865.2,,
"ITC1","Piemonte","B1G_B_W2_S1","valore aggiunto ","L_2015","valori concatenati con anno di riferimento 2015","N","dati grezzi","2020M5","Mag-2020","2018","2018",120643.2,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","B1GQ_B_W2_S1","prodotto interno lordo ai prezzi di mercato","L_2015","valori concatenati con anno di riferimento 2015","N","dati grezzi","2020M5","Mag-2020","2017","2017",4681.2,,
